,city,lat,lng,max temp,humidity,cloudiness,wind speed,country id,date
353,Chernyshevskiy,63.0128,112.4714,-19.64,100,47,3.27,RU,1643404976
354,Olinda,-8.0089,-34.8553,82.13,74,40,5.75,BR,1643404976
355,Camapuã,-19.5314,-54.0439,79.57,81,83,2.57,BR,1643404977
356,Kaélé,10.1092,14.4508,74.28,19,7,12.46,CM,1643404801
357,Longyearbyen,78.2186,15.6401,6.64,78,40,17.27,SJ,1643404977
358,Aksarka,66.5606,67.7975,-10.44,99,95,7.67,RU,1643404978
359,Mengcheng,33.2579,116.5655,33.44,62,92,5.61,CN,1643404978
360,Bose,45.4612,8.0137,44.76,43,48,3.0,IT,1643404978
361,Marsh Harbour,26.5412,-77.0636,74.5,76,100,20.09,BS,1643404978
362,Carolina,18.3808,-65.9574,82.53,66,20,13.8,PR,1643404979
363,Beloha,-25.1667,45.05,71.1,88,0,9.62,MG,1643404979
364,Grootfontein,-19.5667,18.1167,76.6,48,100,4.59,NA,1643404979
365,Broome,42.2506,-75.833,24.76,80,100,3.0,US,1643404980
366,Zaraza,9.3503,-65.3245,86.29,45,96,8.05,VE,1643404980
367,Bondo,3.8146,23.6866,72.84,35,100,3.31,CD,1643404980
368,Dingle,10.9995,122.6711,74.64,90,36,4.47,PH,1643404981
369,Kenai,60.5544,-151.2583,24.89,93,100,16.11,US,1643404981
370,Mendoza,-32.8908,-68.8272,83.73,51,40,5.75,AR,1643404922
371,Kakching,24.4833,93.9833,41.34,94,1,1.03,IN,1643404981
372,Varna,43.2167,27.9167,40.87,80,0,18.41,BG,1643404982
373,Lata,40.1629,-8.3327,50.05,61,0,4.61,PT,1643404982
374,Nichinan,31.6,131.3667,47.88,72,96,5.84,JP,1643404982
375,Evensk,61.95,159.2333,17.58,68,100,29.15,RU,1643404704
376,La Palma,33.8464,-118.0467,76.01,11,75,10.0,US,1643404983
377,Cairns,-16.9167,145.7667,77.07,91,100,8.05,AU,1643404782
378,Daugavpils,55.8833,26.5333,29.14,87,100,14.23,LV,1643404983
379,Sola,-13.8833,167.55,79.3,85,100,20.31,VU,1643404917
380,Chernihiv,51.0,32.0,32.56,98,100,10.8,UA,1643404984
381,Gwadar,25.1216,62.3254,69.49,60,0,8.43,PK,1643404984
382,Yerbogachën,61.2767,108.0108,-22.54,100,99,4.38,RU,1643404984
383,Geraldton,-28.7667,114.6,70.21,78,0,8.05,AU,1643404985
384,Santa Cruz de La Palma,28.6835,-17.7642,60.94,59,0,11.5,ES,1643404985
385,Biak,-0.9131,122.8766,76.51,83,100,4.34,ID,1643404985
386,Sovetskaya,44.7769,41.1722,28.42,87,51,6.04,RU,1643404986
387,Khani,41.9563,42.9566,22.57,83,26,6.8,GE,1643404986
388,Aktau,43.65,51.2,34.38,63,100,15.66,KZ,1643404986
389,Mossamedes,-15.1961,12.1522,72.82,81,100,5.91,AO,1643404862
390,Oddur,4.1213,43.8894,74.79,39,64,14.29,SO,1643404987
391,Oranjemund,-28.55,16.4333,64.94,87,61,18.59,NA,1643404987
392,Xai-Xai,-25.0519,33.6442,76.98,73,99,8.61,MZ,1643404987
393,Longyan,25.1072,117.0225,56.44,93,100,2.98,CN,1643404988
394,Manadhoo,5.7667,73.3833,81.5,67,2,16.6,MV,1643404988
395,Dunmore Town,25.5,-76.65,75.43,80,100,15.57,BS,1643404988
396,Bathsheba,13.2167,-59.5167,79.41,86,40,6.91,BB,1643404989
397,Tinskoy,56.1525,96.9161,-12.32,100,94,2.48,RU,1643404989
398,Marsabit,2.3284,37.9899,72.86,39,7,8.81,KE,1643404989
399,Nhulunbuy,-12.2333,136.7667,81.21,89,100,10.36,AU,1643404990
400,Magistral'nyy,56.1725,107.4458,-18.15,100,97,1.86,RU,1643404990
401,Maragogi,-9.0122,-35.2225,80.24,74,99,13.38,BR,1643405050
402,Fukuechō,32.6881,128.8419,46.69,62,100,18.81,JP,1643405051
403,Dzilam González,21.2833,-88.9333,78.3,60,47,9.93,MX,1643405051
404,Nishihara,26.1842,127.7558,63.68,97,100,6.91,JP,1643405051
405,Tuy Hoa,13.0833,109.3,69.33,91,44,4.54,VN,1643405052
406,Aklavik,68.2191,-135.0107,-17.57,76,20,3.44,CA,1643405052
407,Pochutla,15.7432,-96.4661,87.62,56,43,7.31,MX,1643405052
408,Chulym,55.0997,80.9572,-3.93,98,96,4.76,RU,1643405053
409,Paita,-5.0892,-81.1144,79.36,75,89,13.69,PE,1643405053
410,Östersund,63.1792,14.6357,29.61,80,100,13.8,SE,1643405053
411,Iracoubo,5.4802,-53.2011,76.82,85,62,9.78,GF,1643405053
412,Tandil,-37.3217,-59.1332,77.23,38,0,7.58,AR,1643405054
413,Naze,28.3667,129.4833,56.43,75,100,10.4,JP,1643405054
414,Wembley,-31.9333,115.8,75.4,55,0,21.85,AU,1643405055
415,Dinard,48.6314,-2.0614,50.07,92,100,4.61,FR,1643405055
416,Senador Guiomard,-10.1522,-67.7392,78.55,86,63,4.23,BR,1643405055
417,Santa Cruz del Norte,23.1539,-81.9236,75.94,67,57,14.41,CU,1643405056
418,Alyangula,-13.8483,136.4192,82.27,83,100,9.22,AU,1643405056
419,Kingsville,27.5159,-97.8561,57.88,53,75,5.01,US,1643405056
420,Hakkâri Province,37.5833,44.1667,8.49,98,100,2.04,TR,1643405057
421,Vanavara,60.34,102.2797,-13.38,100,97,3.22,RU,1643405057
422,Bud,39.447,-86.1758,23.86,67,100,14.23,US,1643405057
423,Porto-Novo,6.4965,2.6036,82.22,76,74,5.88,BJ,1643405058
424,Thyborøn,56.6985,8.2124,42.1,88,100,25.26,DK,1643405058
425,Talara,-4.5772,-81.2719,79.56,100,40,10.36,PE,1643405058
426,Port Hardy,50.6996,-127.4199,47.75,76,75,10.36,CA,1643405059
427,Nanortalik,60.1432,-45.2371,24.71,85,100,4.7,GL,1643405059
428,Tual,-5.6667,132.75,83.19,77,98,13.62,ID,1643404996
429,Acapulco de Juárez,16.8634,-99.8901,85.82,66,0,9.22,MX,1643404932
430,Chimoré,-16.9833,-65.1333,82.6,74,100,3.76,BO,1643405059
431,Beisfjord,68.3751,17.5988,24.26,92,68,8.43,NO,1643405060
432,The Valley,18.217,-63.0578,80.46,65,20,9.22,AI,1643405060
433,Barranca,-10.75,-77.7667,72.39,72,99,9.33,PE,1643405061
434,Vung Tau,10.346,107.0843,76.14,81,63,3.76,VN,1643405061
435,Salamanca,40.8333,-6.0,37.99,46,0,9.06,ES,1643405061
436,Dubbo,-32.25,148.6167,73.53,78,40,9.22,AU,1643405061
437,Tsumeb,-19.2333,17.7167,75.72,52,100,2.59,NA,1643405062
438,Bubaque,11.2833,-15.8333,77.99,65,18,14.58,GW,1643405062
439,Charlestown,-32.95,151.6667,75.81,88,1,1.99,AU,1643405062
440,Pacifica,37.6138,-122.4869,68.61,47,75,4.0,US,1643405063
441,Husavik,66.0449,-17.3389,24.71,87,89,39.91,IS,1643405063
442,Nālūt,30.3333,10.85,46.44,29,0,7.4,LY,1643405063
443,Bandarbeyla,9.4942,50.8122,74.7,74,70,21.39,SO,1643405064
444,Zyryanka,65.75,150.85,-12.71,97,100,7.47,RU,1643405064
445,Boyolangu,-8.1181,111.8935,75.33,89,100,3.18,ID,1643405064
446,Labuhan,-6.8844,112.2051,78.13,84,100,6.69,ID,1643405064
447,Haines Junction,60.7522,-137.5108,24.75,74,100,4.61,CA,1643405065
448,Sioux Lookout,50.1001,-91.917,7.18,60,20,4.61,CA,1643405065
449,Havelock,34.8791,-76.9013,46.63,84,100,1.01,US,1643405065
450,Mount Gambier,-37.8333,140.7667,62.51,94,100,12.66,AU,1643405066
451,Amga,60.8953,131.9608,-28.21,100,100,2.24,RU,1643405126
452,Ballina,-28.8667,153.5667,75.16,89,40,3.44,AU,1643405090
453,Mehamn,71.0357,27.8492,31.91,63,20,3.44,NO,1643405126
454,Warrnambool,-38.3833,142.4833,63.81,81,93,11.7,AU,1643405127
455,Campoverde,-8.4753,-74.8058,80.29,48,100,3.65,PE,1643405127
456,Cidreira,-30.1811,-50.2056,72.93,61,76,12.39,BR,1643405127
457,Ahipara,-35.1667,173.1667,68.63,64,99,11.16,NZ,1643404863
458,Manuk Mangkaw,4.8,119.85,82.04,71,41,3.87,PH,1643405128
459,Torbay,47.6666,-52.7314,26.28,87,100,9.22,CA,1643405128
460,Mujiayingzi,42.1167,118.7833,9.68,59,0,6.15,CN,1643405128
461,Leninsk,48.7119,45.1994,13.86,99,80,4.72,RU,1643405129
462,Esmeralda,21.8525,-78.1169,88.84,37,0,4.56,CU,1643405129
463,Sfântu Gheorghe,45.8667,25.7833,33.66,96,100,10.74,RO,1643404938
464,Srīvardhan,18.0333,73.0167,70.14,51,0,6.08,IN,1643405129
465,La Asuncion,11.0333,-63.8628,82.13,65,1,12.66,VE,1643405129
466,Karratha,-20.7377,116.8463,78.62,73,29,10.2,AU,1643405130
467,Salalah,17.0151,54.0924,71.69,73,0,4.61,OM,1643405130
468,Bawku,11.0616,-0.2417,82.0,16,16,8.25,GH,1643405130
469,Khasan,42.4308,130.6434,16.38,55,0,20.27,RU,1643405131
470,Sørland,67.667,12.6934,24.87,61,100,18.95,NO,1643404919
471,Rawson,-43.3002,-65.1023,74.32,61,8,15.48,AR,1643405131
472,Nouadhibou,20.931,-17.0347,64.38,77,100,12.66,MR,1643405131
473,Shubarkuduk,49.1447,56.4872,19.47,89,100,5.93,KZ,1643405132
474,Lavrentiya,65.5833,-171.0,-10.21,98,7,3.74,RU,1643405132
475,Setermoen,68.861,18.3486,8.56,96,66,7.65,NO,1643404933
476,São João da Barra,-21.6403,-41.0511,82.49,87,46,17.4,BR,1643405132
477,Kiryat Gat,31.61,34.7642,49.41,100,76,6.6,IL,1643405133
478,Ulmu,44.95,27.3167,39.27,55,24,13.96,RO,1643405133
479,Seminole,28.7086,-81.2081,69.06,76,75,4.0,US,1643405133
480,Eyl,7.9803,49.8164,74.71,69,100,20.09,SO,1643405134
481,‘Āhuimanu,21.4447,-157.8378,78.78,70,40,3.0,US,1643405134
482,Morondava,-20.2833,44.2833,81.28,72,30,7.0,MG,1643404916
483,Villamontes,-21.25,-63.5,84.51,48,85,6.58,BO,1643405134
484,Borzna,51.2546,32.4269,32.2,98,100,9.95,UA,1643405135
485,Vikhorevka,56.1201,101.1636,-9.81,100,100,0.98,RU,1643405135
486,Bourail,-21.5667,165.4833,78.98,80,100,3.89,NC,1643405135
487,Banjar,-8.19,114.9675,80.46,88,100,0.54,ID,1643405022
488,Guilin,25.2819,110.2864,39.31,86,100,8.46,CN,1643405136
489,Troitsko-Pechorsk,62.7084,56.1964,2.52,96,100,6.24,RU,1643405136
490,Imeni Morozova,59.9757,31.0376,26.55,96,100,6.58,RU,1643404957
491,Kavaratti,10.5669,72.642,80.46,73,26,9.8,IN,1643405137
492,Tateyama,34.9833,139.8667,41.09,59,99,8.63,JP,1643405137
493,Starovelichkovskaya,45.4288,38.7326,37.6,94,100,14.61,RU,1643405137
494,Tibati,6.4667,12.6333,72.63,21,99,7.38,CM,1643405137
495,Acaraú,-2.8856,-40.12,72.97,88,100,10.22,BR,1643405138
496,Ust-Nera,64.5667,143.2,-9.42,96,100,2.04,RU,1643405138
497,Esim,4.8699,-2.2405,80.01,80,76,7.38,GH,1643405138
498,Palmer,42.1584,-72.3287,34.65,54,75,0.0,US,1643404946
499,Racine,42.7495,-88.0751,23.52,52,22,1.99,US,1643405139
500,Kyabé,9.4515,18.9449,78.12,19,70,5.44,TD,1643405139
501,Aswān,24.0934,32.907,50.86,41,0,13.2,EG,1643405199
502,Doha,25.2867,51.5333,60.78,59,0,10.36,QA,1643405200
503,Orshanka,56.9161,47.8933,19.09,95,100,9.04,RU,1643405200
504,Emba,48.8264,58.1442,13.93,90,100,4.25,KZ,1643405200
505,Altopascio,43.8157,10.6739,49.86,79,43,3.0,IT,1643405201
506,Yanam,16.7333,82.2167,67.91,90,26,4.12,IN,1643405201
507,Bundaberg,-24.85,152.35,75.22,81,28,5.01,AU,1643404949
508,Lākheri,25.6667,76.1667,52.56,44,0,2.59,IN,1643405201
509,Pingxiang,27.6167,113.85,34.99,98,100,1.43,CN,1643405201
510,Ola,59.5833,151.2833,13.73,76,100,17.34,RU,1643405202
511,Kenitra,34.261,-6.5802,61.84,60,12,8.68,MA,1643405202
512,Vardø,70.3705,31.1107,30.18,74,75,20.71,NO,1643405202
513,Dingzhou,38.5131,114.9956,17.71,62,85,1.05,CN,1643405203
514,Lunenburg,44.3835,-64.3155,36.21,92,100,5.75,CA,1643405196
515,Altamont,42.2068,-121.7372,51.78,35,0,4.0,US,1643405100
516,Bam,29.106,58.357,53.02,43,2,11.48,IR,1643405203
517,Vredendal,-31.6683,18.5012,66.2,65,0,5.17,ZA,1643405204
518,Antalaha,-14.9003,50.2788,72.23,84,12,6.31,MG,1643405204
519,Paso de Patria,-27.2454,-58.5454,91.45,17,0,10.83,AR,1643405204
520,Marovoay,-16.1,46.6333,80.74,86,1,1.88,MG,1643405204
521,Juneau,58.3019,-134.4197,43.21,93,100,7.0,US,1643405086
522,Alexandria,31.2156,29.9553,54.95,74,81,11.92,EG,1643405205
523,Cururupu,-1.8283,-44.8683,73.35,96,100,6.51,BR,1643405205
524,Alegrete,-29.7831,-55.7919,86.7,25,0,13.06,BR,1643405206
525,Duvan,55.695,57.9024,3.42,98,99,3.22,RU,1643405206
526,Atar,20.5169,-13.0499,73.31,20,100,6.4,MR,1643405206
527,Vinh,18.6667,105.6667,68.56,95,58,2.08,VN,1643405206
528,Narsaq,60.9167,-46.05,19.62,86,100,8.48,GL,1643405207
529,Vostok,46.4856,135.8833,-9.63,99,100,4.29,RU,1643405207
530,Hailey,43.5196,-114.3153,34.9,43,0,4.61,US,1643405207
531,Wajima,37.4,136.9,35.2,73,100,4.7,JP,1643405208
532,Arlit,18.7369,7.3853,63.82,14,0,9.28,NE,1643405208
533,Kaiwaka,-36.1667,174.45,73.69,59,29,9.46,NZ,1643405208
534,Saint John,45.2727,-66.0677,26.6,85,100,5.75,CA,1643405209
535,Swift Current,50.2834,-107.8014,32.81,59,0,18.41,CA,1643404970
536,Sidi Ali,36.0998,0.4206,51.6,58,5,8.72,DZ,1643405209
537,Inuvik,68.3499,-133.7218,-17.54,76,20,3.44,CA,1643405138
538,Bitung,1.4451,125.1824,76.05,87,69,7.72,ID,1643405209
539,Tadine,-21.55,167.8833,79.11,83,99,18.75,NC,1643405210
540,Kumul,42.8,93.45,21.63,51,0,5.08,CN,1643405090
541,Novosil',52.9739,37.0405,28.26,97,100,8.84,RU,1643405210
542,Mayo,38.8876,-76.5119,37.35,90,100,3.0,US,1643405092
543,Bushehr,28.9684,50.8385,57.29,51,0,13.8,IR,1643405094
544,Erenhot,43.6475,111.9767,0.75,91,5,6.31,CN,1643405211
545,Sambava,-14.2667,50.1667,75.4,85,46,10.25,MG,1643405211
546,Matamoros,25.5333,-103.25,57.31,62,100,9.22,MX,1643405211
547,Jiaojiang,28.6803,121.4428,44.01,92,100,9.48,CN,1643405211
548,Roswell,34.0232,-84.3616,48.78,54,40,5.99,US,1643405086
549,Mrakovo,52.7161,56.6244,13.69,88,100,6.67,RU,1643405212
550,Zhigansk,66.7697,123.3711,-12.48,97,89,16.4,RU,1643405212
